texture_name,delimiter_1,x-tile,y-tile,placeholder,x-res,y-res,delimiter_2,actual_num_TGAs
cliff_11_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_12_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_12_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_12_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_12_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliffwinter_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliffwinter_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliffwinter_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliffwinter_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliffwinter_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliffwinter_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliffwinter_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliffwinter_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cloud.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
defendbehaviornormal.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
defendbehaviorpressed.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
demo outro1_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro1_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro1_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro1_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro1_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro1_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro1_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro1_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro2_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
demo outro3_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
desert_alpha_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desert_alpha_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desert_alpha_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desertbeach_ambiantst.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
desert_grass_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desert_grass_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desert_grass_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desert.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desert_water_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desert_water_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
desert_water_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
dither.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
dollar_bill.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
dottedline.sst,b'\x00',1,1,b'\x00\x00\x00',8,8,b'\x00',1
dragbar.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
eebackground_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
eebackground_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
eebackground_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
eebackground_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
eebackground_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
eebackground_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
eegenericback_gold.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
eegenericback.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
eegenericbutton2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
eegenericbutton_gold.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
eegenericbutton.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
end.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
farm01.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
f_deep_wedge_down.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_deep_wedge_up.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
fearlessbehaviornormal.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fearlessbehaviorpressed.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
f_inward_circle_down.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_inward_circle_up.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
flag_airportt.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
flag_buildingt.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
flare.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
f_long_line_down.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_long_line_up.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_loose_line_down.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_loose_line_up.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_outward_circle_down.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_outward_circle_up.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
front.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
f_shallow_wedge_down.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_shallow_wedge_up.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_short_line_down.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_short_line_up.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_staggered_line_down.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
f_staggered_line_up.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_3dexplosion_01.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_antimatterlightning_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
fx_antimattersparks_12t.sst,b'\x00',1,3,b'\x00\x00\x00',64,64,b'\x00',3
fx_antimatterstorm_12t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
fx_areaattack_00.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_areacalamity_00.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_areacoversion_00.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_areaheal_00.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_areamorale_00.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_arrowt.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_ballistaboltt.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_bombt.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_cannonball_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_cannonballt.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_cloudtexture.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
fx_exhaust_00t.sst,b'\x00',1,1,b'\x00\x00\x00',8,8,b'\x00',1
fx_flames_00t.sst,b'\x00',1,1,b'\x00\x00\x00',8,8,b'\x00',1
fx_flat_dummy_00t.sst,b'\x00',1,1,b'\x00\x00\x00',2,2,b'\x00',1
fx_infernoball_12t.sst,b'\x00',1,3,b'\x00\x00\x00',64,64,b'\x00',3
fx_infernoimpact_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_infernotracer_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
fx_laser_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_laserblue_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_lasergreen_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_laserred_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_lightning_00t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
fx_mechpriesthealing_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_missile_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_missilet.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_misslet.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_moralet.sst,b'\x00',1,1,b'\x00\x00\x00',8,8,b'\x00',1
fx_muzzlesmoke_00t.sst,b'\x00',1,1,b'\x00\x00\x00',8,8,b'\x00',1
fx_nanovirus_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
fx_nanovirustracer_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
fx_new laser_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
fx_new laser_02t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
fx_plasma_00t.sst,b'\x00',1,3,b'\x00\x00\x00',32,32,b'\x00',3
fx_pulse1.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_pulse2.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_pulsecannon_12t.sst,b'\x00',1,3,b'\x00\x00\x00',64,64,b'\x00',3
fx_pulseimpact_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_pulseuniteffect_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_resonator_12t.sst,b'\x00',1,3,b'\x00\x00\x00',64,64,b'\x00',3
fx_shell_00t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_shieldbattery_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_shieldtracer_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_smoke_00t.sst,b'\x00',1,1,b'\x00\x00\x00',8,8,b'\x00',1
fx_stone_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
fx_stonet.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_tankshell_10t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
fx_teleportsquareglow_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_timewarp_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
fx_timewarppulse_12t.sst,b'\x00',1,3,b'\x00\x00\x00',64,64,b'\x00',3
fx_timewarptwinkle_12t.sst,b'\x00',1,3,b'\x00\x00\x00',64,64,b'\x00',3
fx_tracer_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
gamesettings_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gamesettings_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gametools_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gametools_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gametools_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gametools_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gametools_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gametools_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gametools_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gametools_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
genbut_bridge.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
gen_deatht.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gold star.sst,b'\x00',3,1,b'\x00\x00\x00',32,32,b'\x00',1
grassland_ambiantst.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
grasspatch_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
guardbehaviornormal.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
guardbehaviorpressed.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
gun_120mmat_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_2manartillery_10t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gun_80mmaa_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_aagun_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_aahalftrack_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_aaskywatcher_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_aatank_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_apollo_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_apollo_14t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_aries_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_artillery_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_ballista_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_bronze_09t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_catapult_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_culvern_07t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_cyclops_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_cyclops_14t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_furies_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_furies_14t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_grigor2_12t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gun_hades_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_hovercraft1_11t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
gun_howitzer_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_infosiege_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_iron_07t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_leopardtank_10ct.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_m1_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_megaartillery_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_minotaur_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_minotaur_14t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_mors_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_mors_14t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_mortar_08t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_nanoat_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_nuke_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_nuke_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_panzer_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_poseiden_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_ram_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_sherman_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_siegecannon_09t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_siegeram_04t.sst,b'\x00',3,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_siegetower_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_siegetower_06t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_stonethrower_03t.sst,b'\x00',3,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_sturm_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_tank_12t.sst,b'\x00',3,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_tankone_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_tanktwo_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_tempest_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_tempest_14t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_thorat_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_trebuchet_06t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_trucktransport_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_ww1tank_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_zeus_13t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
gun_zeus_14t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
harassbehaviornormal.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
harassbehaviorpressed.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ice_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
ice_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
ice_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
ice_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
ingamebackground_01a.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_01b.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_02a.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_02b.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_03a.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_03b.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_04a.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_04b.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_05a.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ingamebackground_05b.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mainmenuback_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mainmenuback_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mainmenuback_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mainmenuback_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mainmenuback_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mainmenuback_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mainmenuback_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mainmenuback_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
marsh_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
marsh_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
marsh_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
marsh_grass_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
marsh_grass_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
marsh_grass_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
marsh.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_2manmachinegun_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_achilles_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_alexander_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_arquebus_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_ashigaruarquebus_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_atinf_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_bazooka_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_blackprince_06t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_blackrobeofficer_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_bresden_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_britishinfantry_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_bronzecavalry_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_caesar_05t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_caninescout_00t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_cavarcher_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_chariot_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_charlemagne_05t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_childcitizen_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_childcitizen_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_childcitizen_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_childcitizen_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_chinesepike_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
